index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024,Smogon_VGC_Usage_2014,Smogon_VGC_Usage_2015,Smogon_VGC_Usage_2016,Smogon_VGC_Usage_2017,Smogon_VGC_Usage_2018,Smogon_VGC_Usage_2019,Smogon_VGC_Usage_2020,Smogon_VGC_Usage_2021,Worlds_VGC_Usage_2024_Numeric
774,minior-orange,rock,flying,shields-down,No_ability,None ,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
774,minior-yellow,rock,flying,shields-down,No_ability,None ,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
774,minior-green,rock,flying,shields-down,No_ability,None ,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
774,minior-blue,rock,flying,shields-down,No_ability,None ,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
774,minior-indigo,rock,flying,shields-down,No_ability,None ,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
774,minior-violet,rock,flying,shields-down,No_ability,None ,60,100,60,100,60,120,500,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
775,komala,normal,No_type,comatose,No_ability,None ,65,115,65,75,95,65,480,False,False,generation-vii,NoUsage,0.00073,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00013,0.0,NoUsage,NoUsage,
776,turtonator,fire,dragon,shell-armor,No_ability,None ,60,78,135,91,85,36,485,False,False,generation-vii,0.03085,NoUsage,NoUsage,0.06,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.53289,0.00037,0.0,0.05716,0.4568,
777,togedemaru,electric,steel,iron-barbs,lightning-rod,sturdy,65,98,63,40,73,96,435,False,False,generation-vii,0.19747,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,5.49712,0.48367,5.81654,3.35668,0.0673,
777,togedemaru-totem,electric,steel,iron-barbs,lightning-rod,sturdy,65,98,63,40,73,96,435,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
778,mimikyu,ghost,fairy,disguise,No_ability,None ,55,90,80,50,105,96,476,False,False,generation-vii,7.80711,6.95279,0.14732,2.7,NoUsage,0.45,NoUsage,NoUsage,NoUsage,8.10347,38.16893,2.68952,13.95162,4.58373,0.45
778,mimikyu-busted,ghost,fairy,disguise,No_ability,None ,55,90,80,50,105,96,476,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
778,mimikyu-totem-disguised,ghost,fairy,disguise,No_ability,None ,55,90,80,50,105,96,476,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
778,mimikyu-totem-busted,ghost,fairy,disguise,No_ability,None ,55,90,80,50,105,96,476,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
779,bruxish,water,psychic,dazzling,strong-jaw,wonder-skin,68,105,70,70,70,92,475,False,False,generation-vii,NoUsage,0.12585,0.25373,NoUsage,0.37,0.04,NoUsage,NoUsage,NoUsage,0.10438,0.34857,0.00589,NoUsage,NoUsage,0.04
780,drampa,normal,dragon,berserk,sap-sipper,cloud-nine,78,60,85,135,91,36,485,False,False,generation-vii,0.00596,NoUsage,NoUsage,0.06,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.63729,0.08071,0.02105,0.46667,0.10543,
781,dhelmise,ghost,grass,steelworker,No_ability,None ,70,131,100,86,90,40,517,False,False,generation-vii,0.01815,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0232,0.01227,0.0,0.45081,0.16361,
782,jangmo-o,dragon,No_type,bulletproof,soundproof,overcoat,45,55,65,45,45,45,300,False,False,generation-vii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
783,hakamo-o,dragon,fighting,bulletproof,soundproof,overcoat,55,75,90,65,70,65,420,False,False,generation-vii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,2e-05,0.0,
784,kommo-o,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85,600,False,False,generation-vii,0.00324,3.64543,0.60637,NoUsage,2.13,2.88,NoUsage,NoUsage,NoUsage,0.00446,6.80965,0.88908,1.30037,0.00677,2.88
784,kommo-o-totem,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85,600,False,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00108,NoUsage,NoUsage,
785,tapu-koko,electric,fairy,electric-surge,No_ability,telepathy,70,115,85,95,75,130,570,True,False,generation-vii,0.84391,NoUsage,NoUsage,0.35,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
786,tapu-lele,psychic,fairy,psychic-surge,No_ability,telepathy,70,85,75,130,115,95,570,True,False,generation-vii,1.91872,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
787,tapu-bulu,grass,fairy,grassy-surge,No_ability,telepathy,70,130,115,85,95,75,570,True,False,generation-vii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
788,tapu-fini,water,fairy,misty-surge,No_ability,telepathy,70,75,115,95,130,85,570,True,False,generation-vii,2.47022,NoUsage,NoUsage,7.13,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
789,cosmog,psychic,No_type,unaware,No_ability,None ,43,29,31,29,31,37,200,True,False,generation-vii,0.0,NoUsage,1e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,NoUsage,0.0,
790,cosmoem,psychic,No_type,sturdy,No_ability,None ,43,29,131,29,131,37,400,True,False,generation-vii,0.0,NoUsage,0.00043,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,NoUsage,0.0,
791,solgaleo,psychic,steel,full-metal-body,No_ability,None ,137,137,107,113,89,97,680,True,False,generation-vii,5.47243,NoUsage,0.1295,4.36,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.688,NoUsage,1.01754,
792,lunala,psychic,ghost,shadow-shield,No_ability,None ,137,113,89,137,107,97,680,True,False,generation-vii,1.90593,NoUsage,3.64915,8.42,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,14.39221,NoUsage,0.46761,
793,nihilego,rock,poison,beast-boost,No_ability,None ,109,53,47,127,131,103,570,False,False,generation-vii,0.06592,NoUsage,NoUsage,0.19,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,10.8602,6.41348,10.50411,NoUsage,0.26815,
794,buzzwole,bug,fighting,beast-boost,No_ability,None ,107,139,139,53,53,79,570,False,False,generation-vii,0.01071,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,4.31415,0.05091,0.00105,NoUsage,0.02565,
795,pheromosa,bug,fighting,beast-boost,No_ability,None ,71,137,37,137,37,151,570,False,False,generation-vii,0.6098,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.77556,0.46053,0.18746,NoUsage,0.19662,
796,xurkitree,electric,No_type,beast-boost,No_ability,None ,83,89,71,173,71,83,570,False,False,generation-vii,0.00558,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,8.21224,0.23235,0.0042,NoUsage,0.03668,
797,celesteela,steel,flying,beast-boost,No_ability,None ,97,101,103,107,101,61,570,False,False,generation-vii,0.76855,NoUsage,NoUsage,0.68,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,23.22142,7.70881,2.21336,NoUsage,1.36991,
798,kartana,grass,steel,beast-boost,No_ability,None ,59,181,131,59,31,109,570,False,False,generation-vii,5.44858,NoUsage,NoUsage,9.25,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,28.42517,14.36508,9.73734,NoUsage,3.04977,
799,guzzlord,dark,dragon,beast-boost,No_ability,None ,223,101,53,97,53,43,570,False,False,generation-vii,0.0035,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.26313,0.00103,1e-05,NoUsage,0.00167,
800,necrozma,psychic,No_type,prism-armor,No_ability,None ,97,107,101,127,89,79,600,True,False,generation-vii,0.0,NoUsage,0.00054,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.02144,
800,necrozma-dusk-mane,psychic,steel,prism-armor,No_ability,None ,97,157,127,113,109,77,680,True,False,generation-vii,1.60499,NoUsage,0.1819,0.14,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,7.36535,NoUsage,2.03376,
800,necrozma-dawn-wings,psychic,ghost,prism-armor,No_ability,None ,97,113,109,157,127,77,680,True,False,generation-vii,0.09109,NoUsage,0.38148,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,12.29587,NoUsage,0.03417,
800,necrozma-ultra,psychic,dragon,neuroforce,No_ability,None ,97,167,97,167,97,129,754,True,False,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
801,magearna,steel,fairy,soul-heart,No_ability,None ,80,95,115,130,115,65,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
801,magearna-original,steel,fairy,soul-heart,No_ability,None ,80,95,115,130,115,65,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
802,marshadow,fighting,ghost,technician,No_ability,None ,90,125,80,90,90,125,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
803,poipole,poison,No_type,beast-boost,No_ability,None ,67,73,67,73,67,73,420,False,False,generation-vii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,0.0,
804,naganadel,poison,dragon,beast-boost,No_ability,None ,73,73,73,127,73,121,540,False,False,generation-vii,0.03672,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.72271,1.05306,NoUsage,0.03216,
805,stakataka,rock,steel,beast-boost,No_ability,None ,61,131,211,53,101,13,570,False,False,generation-vii,0.86669,NoUsage,NoUsage,0.08,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.78208,21.74948,NoUsage,1.0603,
806,blacephalon,fire,ghost,beast-boost,No_ability,None ,53,127,53,151,79,107,570,False,False,generation-vii,0.02514,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.03619,0.03231,NoUsage,0.21271,
807,zeraora,electric,No_type,volt-absorb,No_ability,None ,88,112,75,102,80,143,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
808,meltan,steel,No_type,magnet-pull,No_ability,None ,46,65,65,55,35,34,300,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
809,melmetal,steel,No_type,iron-fist,No_ability,None ,135,143,143,80,65,34,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
809,melmetal-gmax,steel,No_type,iron-fist,No_ability,None ,135,143,143,80,65,34,600,False,True,generation-vii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
810,grookey,grass,No_type,overgrow,No_ability,grassy-surge,50,65,50,40,40,65,310,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00028,0.00012,
811,thwackey,grass,No_type,overgrow,No_ability,grassy-surge,70,85,70,55,60,80,420,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00069,6e-05,
812,rillaboom,grass,No_type,overgrow,No_ability,grassy-surge,100,125,90,60,70,85,530,False,False,generation-viii,19.39555,22.8907,22.31496,27.5,27.59,29.72,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.2281,28.84258,29.72
812,rillaboom-gmax,grass,No_type,overgrow,No_ability,grassy-surge,100,125,90,60,70,85,530,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
813,scorbunny,fire,No_type,blaze,No_ability,libero,50,71,40,40,40,69,310,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
814,raboot,fire,No_type,blaze,No_ability,libero,65,86,60,55,60,94,420,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.01546,
815,cinderace,fire,No_type,blaze,No_ability,libero,80,116,75,65,75,119,530,False,False,generation-viii,1.17612,0.07588,0.00751,0.14,NoUsage,0.05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.8809,2.31834,0.05
815,cinderace-gmax,fire,No_type,blaze,No_ability,libero,80,116,75,65,75,119,530,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
816,sobble,water,No_type,torrent,No_ability,sniper,50,40,40,70,40,70,310,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00335,3e-05,
817,drizzile,water,No_type,torrent,No_ability,sniper,65,60,55,95,55,90,420,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00252,0.0,
818,inteleon,water,No_type,torrent,No_ability,sniper,70,85,65,125,65,120,530,False,False,generation-viii,0.02842,0.03641,0.0124,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,3.47716,0.21488,0.04
818,inteleon-gmax,water,No_type,torrent,No_ability,sniper,70,85,65,125,65,120,530,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
819,skwovet,normal,No_type,cheek-pouch,No_ability,gluttony,70,55,55,35,35,25,275,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
820,greedent,normal,No_type,cheek-pouch,No_ability,gluttony,120,95,95,55,75,20,460,False,False,generation-viii,0.08851,0.00042,0.00123,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.49393,0.01254,
821,rookidee,flying,No_type,keen-eye,unnerve,big-pecks,38,47,35,33,35,57,245,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
822,corvisquire,flying,No_type,keen-eye,unnerve,big-pecks,68,67,55,43,55,77,365,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
823,corviknight,flying,steel,pressure,unnerve,mirror-armor,98,87,105,53,85,67,495,False,False,generation-viii,0.03858,2.24481,0.95373,NoUsage,NoUsage,2.43,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,14.1136,0.21746,2.43
823,corviknight-gmax,flying,steel,pressure,unnerve,mirror-armor,98,87,105,53,85,67,495,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
824,blipbug,bug,No_type,swarm,compound-eyes,telepathy,25,20,20,25,45,45,180,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
825,dottler,bug,psychic,swarm,compound-eyes,telepathy,50,35,80,50,90,30,335,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.08937,0.00016,
826,orbeetle,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90,505,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.18857,0.00999,
826,orbeetle-gmax,bug,psychic,swarm,frisk,telepathy,60,45,110,80,120,90,505,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
827,nickit,dark,No_type,run-away,unburden,stakeout,40,28,28,47,52,50,245,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
828,thievul,dark,No_type,run-away,unburden,stakeout,70,58,58,87,92,90,455,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.02391,0.01558,
829,gossifleur,grass,No_type,cotton-down,regenerator,effect-spore,40,40,60,40,60,10,250,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
830,eldegoss,grass,No_type,cotton-down,regenerator,effect-spore,60,50,90,80,120,60,460,False,False,generation-viii,0.00981,NoUsage,NoUsage,0.17,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.43378,0.00317,
831,wooloo,normal,No_type,fluffy,run-away,bulletproof,42,40,55,40,45,48,270,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,4e-05,4e-05,
832,dubwool,normal,No_type,fluffy,steadfast,bulletproof,72,80,100,60,90,88,490,False,False,generation-viii,0.0,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.19124,0.02184,
833,chewtle,water,No_type,strong-jaw,shell-armor,swift-swim,50,64,50,38,38,44,284,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
834,drednaw,water,rock,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74,485,False,False,generation-viii,0.03444,0.71084,0.00898,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.25828,0.00962,
834,drednaw-gmax,water,rock,strong-jaw,shell-armor,swift-swim,90,115,90,48,68,74,485,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
835,yamper,electric,No_type,ball-fetch,No_ability,rattled,59,45,50,40,50,26,270,False,False,generation-viii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,1e-05,
836,boltund,electric,No_type,strong-jaw,No_ability,competitive,69,90,60,90,60,121,490,False,False,generation-viii,0.00596,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.08786,0.01037,
837,rolycoly,rock,No_type,steam-engine,heatproof,flash-fire,30,40,50,40,50,30,240,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00014,NoUsage,
838,carkol,rock,fire,steam-engine,flame-body,flash-fire,80,60,90,60,70,50,410,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00038,0.0,
839,coalossal,rock,fire,steam-engine,flame-body,flash-fire,110,80,120,80,90,30,510,False,False,generation-viii,1.97583,0.2083,0.05464,0.95,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.14556,9.54709,
839,coalossal-gmax,rock,fire,steam-engine,flame-body,flash-fire,110,80,120,80,90,30,510,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
840,applin,grass,dragon,ripen,gluttony,bulletproof,40,40,80,40,40,20,260,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
841,flapple,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70,485,False,False,generation-viii,0.00154,0.01783,0.00049,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.10939,0.06048,
841,flapple-gmax,grass,dragon,ripen,gluttony,hustle,70,110,80,95,60,70,485,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
842,appletun,grass,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30,485,False,False,generation-viii,0.01058,0.02521,0.00131,NoUsage,0.09,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.8911,0.01784,
842,appletun-gmax,grass,dragon,ripen,gluttony,thick-fat,110,85,80,100,80,30,485,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
843,silicobra,ground,No_type,sand-spit,shed-skin,sand-veil,52,57,75,35,50,46,315,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
844,sandaconda,ground,No_type,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71,510,False,False,generation-viii,0.00074,0.01599,0.00275,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.68916,0.01808,
844,sandaconda-gmax,ground,No_type,sand-spit,shed-skin,sand-veil,72,107,125,65,70,71,510,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
845,cramorant,flying,water,gulp-missile,No_ability,None ,70,85,55,85,95,85,475,False,False,generation-viii,0.00025,0.01964,0.07541,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.03428,0.00149,
845,cramorant-gulping,flying,water,gulp-missile,No_ability,None ,70,85,55,85,95,85,475,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
845,cramorant-gorging,flying,water,gulp-missile,No_ability,None ,70,85,55,85,95,85,475,False,False,generation-viii,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
846,arrokuda,water,No_type,swift-swim,No_ability,propeller-tail,41,63,40,40,30,66,280,False,False,generation-viii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
847,barraskewda,water,No_type,swift-swim,No_ability,propeller-tail,61,123,60,60,50,136,490,False,False,generation-viii,0.03942,0.83623,0.01589,0.27,NoUsage,0.09,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.24149,0.06764,0.09
